Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[44]     0.2  164.42  153.86   38600         mod_clm_hydrology2_hydrology2_ [44]
              110.52    3.17   38600/38600       mod_clm_soilhydrology_soilwater_ [55]
               16.70    0.00   38600/38600       mod_clm_soilhydrology_drainage_ [98]
               10.02    1.56   38600/38600       mod_clm_soilhydrology_infiltration_ [109]
                7.30    0.00   38600/38600       mod_clm_soilhydrology_surfacerunoff_ [118]
                4.18    0.00   38600/77200       mod_clm_snowhydrology_snowwater_ [116]
                0.25    0.00   77200/154400      mod_clm_snowhydrology_buildsnowfilter_ [201]
                0.11    0.00   38600/77200       mod_clm_snowhydrology_combinesnowlayers_ [237]
                0.03    0.00   38600/77200       mod_clm_snowhydrology_snowcompaction_ [306]
                0.03    0.00   38600/38600       mod_clm_snowhydrology_dividesnowlayers_ [374]
-----------------------------------------------
              307.46    0.00  384000/384000      mod_micro_interface_cldfrac_ [26]
[45]     0.2  307.46    0.00  384000         mod_cloud_subex_subex_cldfrac_ [45]
-----------------------------------------------
              286.78    0.00  247000/247000      mod_rad_radiation_radcsw_ [28]
[46]     0.2  286.78    0.00  247000         mod_rad_radiation_radded_ [46]
-----------------------------------------------
              253.75    0.00     400/400         mod_rad_radiation_radclw_ [27]
[47]     0.2  253.75    0.00     400         mod_rad_radiation_radabs_ [47]
-----------------------------------------------
               21.45  163.55   38600/38600       mod_clm_driver_clm_drv_ [18]
[48]     0.1   21.45  163.55   38600         mod_clm_histfile_hist_update_hbuf_ [48]
               97.18    5.62 3474000/4323600     mod_clm_subgridave_p2g_1d_ [50]
               29.34    4.19 2586200/2934000     mod_clm_subgridave_c2g_1d_ [73]
               26.35    0.44  270200/386200      mod_clm_subgridave_c2g_2d_ [72]
                0.37    0.06   38600/38600       mod_clm_subgridave_l2g_1d_ [205]
                0.00    0.00   38600/534800      mod_clm_decomp_get_proc_bounds_ [379]
-----------------------------------------------
               58.23   71.74 2492331520/2492331520     mod_micro_interface_cldfrac_ [26]
[49]     0.1   58.23   71.74 2492331520         mod_micro_interface_rov2_ [49]
               71.74    0.00 2492331520/2492331520     mod_micro_interface_max_random_overlap_ [63]
-----------------------------------------------
                1.08    0.06   38600/4323600     mod_clm_balancecheck_balancecheck_ [96]
               22.69    1.31  811000/4323600     mod_clm_atmlnd_clm_map2gcell_ [65]
               97.18    5.62 3474000/4323600     mod_clm_histfile_hist_update_hbuf_ [48]
[50]     0.1  120.95    7.00 4323600         mod_clm_subgridave_p2g_1d_ [50]
                7.00    0.00 4323600/7798600     mod_clm_subgridave_build_scale_l2g_ [107]
-----------------------------------------------
                3.06    0.27 5991792/221696300     mod_heatindex_initial_find_eqvar_ [111]
              110.25    9.74 215704508/221696300     mod_heatindex_find_eqvar_ [40]
[51]     0.1  113.31   10.01 221696300         mod_heatindex_solve1_ [51]
                9.31    0.00 2989089007/2989089007     mod_heatindex_ra_ [113]
                0.70    0.00 221696300/1236701522     mod_heatindex_zs_ [141]
-----------------------------------------------
              120.24    0.00   38600/38600       mod_clm_driver_clm_drv_ [18]
[52]     0.1  120.24    0.00   38600         mod_clm_surfaceradiation_surfaceradiation_ [52]
-----------------------------------------------
               63.82   51.08   38600/38600       mod_clm_soiltemperature_soiltemperature_ [37]
[53]     0.1   63.82   51.08   38600         mod_clm_banddiagonal_banddiagonal_cpu_ [53]
                0.36   50.72 115991456/115991456     lapack_dgbsv_dgbsv_ [66]
-----------------------------------------------
                3.14    0.13 5872446/205655048     mod_heatindex_initial_find_eqvar_ [111]
              106.78    4.34 199782602/205655048     mod_heatindex_find_eqvar_ [40]
[54]     0.1  109.92    4.47 205655048         mod_heatindex_solve3_ [54]
                3.82    0.00 2326865785/5315354599     mod_heatindex_ra_bar_ [115]
                0.65    0.00 205655048/1236701522     mod_heatindex_zs_ [141]
-----------------------------------------------
              110.52    3.17   38600/38600       mod_clm_hydrology2_hydrology2_ [44]
[55]     0.1  110.52    3.17   38600         mod_clm_soilhydrology_soilwater_ [55]
                3.17    0.00   38600/77200       mod_clm_tridiagonal_tridiagonal_cpu_ [124]
-----------------------------------------------
                2.99    0.15 5991792/215823854     mod_heatindex_initial_find_eqvar_ [111]
              104.75    5.11 209832062/215823854     mod_heatindex_find_eqvar_ [40]
[56]     0.1  107.74    5.25 215823854         mod_heatindex_solve2_ [56]
                4.57    0.00 2782833766/5315354599     mod_heatindex_ra_bar_ [115]
                0.68    0.00 215823854/1236701522     mod_heatindex_zs_ [141]
-----------------------------------------------
                3.19    0.00   47092/1583697     mod_clm_slakefluxes_slakefluxes_ [146]
                7.84    0.00  115800/1583697     mod_clm_baregroundfluxes_baregroundfluxes_ [79]
                7.84    0.00  115800/1583697     mod_clm_urban_urbanfluxes_ [69]
               88.30    0.00 1305005/1583697     mod_clm_canopyfluxes_canopyfluxes_ [24]
[57]     0.1  107.16    0.00 1583697         mod_clm_frictionvelocity_frictionvelocity_ [57]
-----------------------------------------------
              101.60    0.00 5197207040/5197207040     mod_moloch_moloch_ [4]
[58]     0.1  101.60    0.00 5197207040         mod_moloch_pfwsat_ [58]
-----------------------------------------------
                0.52   99.04   13000/13000       mod_moloch_physical_parametrizations_ [5]
[59]     0.1    0.52   99.04   13000         mod_lm_interface_surface_albedo_ [59]
                0.64   98.10   13000/13000       mod_clm_regcm_albedoclm45_ [60]
                0.08    0.22   13000/13000       mod_ocn_common_albedoocn_ [222]
-----------------------------------------------
                0.64   98.10   13000/13000       mod_lm_interface_surface_albedo_ [59]
[60]     0.1    0.64   98.10   13000         mod_clm_regcm_albedoclm45_ [60]
               98.10    0.00   52000/2136400     mod_mppparam_linear_to_global_real8_subgrid_subgrid_ [14]
-----------------------------------------------
               69.16   27.98 472047186/472047186     mod_clm_canopyfluxes_photosynthesis_ [34]
[61]     0.1   69.16   27.98 472047186         mod_clm_canopyfluxes_hybrid_ [61]
               24.89    0.00 4174788056/4286453435     mod_clm_canopyfluxes_quadratic_ [87]
                2.42    0.67 57726620/57726620     mod_clm_canopyfluxes_hybrid_brent [150]
-----------------------------------------------
               84.87    0.81   38600/38600       mod_clm_driver_clm_drv_ [18]
[62]     0.1   84.87    0.81   38600         mod_clm_biogeophysics1_biogeophysics1_ [62]
                0.81    0.00 257158604/1001510922     mod_clm_qsat_qsat_ [148]
-----------------------------------------------
               71.74    0.00 2492331520/2492331520     mod_micro_interface_rov2_ [49]
[63]     0.0   71.74    0.00 2492331520         mod_micro_interface_max_random_overlap_ [63]
-----------------------------------------------
               53.37    0.00 299589600/299589600     mod_capecin_getcape_ [13]
[64]     0.0   53.37    0.00 299589600         mod_capecin_getcape_getdewp [64]
-----------------------------------------------
                0.03    0.24     200/38800       mod_clm_initialize_initialize2_ [131]
                5.79   47.28   38600/38800       mod_clm_driver_clm_drv_ [18]
[65]     0.0    5.82   47.53   38800         mod_clm_atmlnd_clm_map2gcell_ [65]
               22.69    1.31  811000/4323600     mod_clm_subgridave_p2g_1d_ [50]
               11.31    0.19  116000/386200      mod_clm_subgridave_c2g_2d_ [72]
                8.83    0.19  116200/116200      mod_clm_subgridave_p2g_2d_ [114]
                2.63    0.38  232000/2934000     mod_clm_subgridave_c2g_1d_ [73]
                0.00    0.00   38800/534800      mod_clm_decomp_get_proc_bounds_ [379]
-----------------------------------------------
                0.36   50.72 115991456/115991456     mod_clm_banddiagonal_banddiagonal_cpu_ [53]
[66]     0.0    0.36   50.72 115991456         lapack_dgbsv_dgbsv_ [66]
                2.68   22.78 115991456/115991456     lapack_dgbsv_dgbtrs_ [88]
                8.58   14.64 115991456/115991456     lapack_dgbsv_dgbtf2_ [91]
                0.36    1.68 115991456/115991456     lapack_dgbsv_dgbtrf_ [158]
-----------------------------------------------
               48.14    0.00   13000/13000       mod_rad_radiation_radctl_ [21]
[67]     0.0   48.14    0.00   13000         mod_rad_aerosol_aeroppt_ [67]
-----------------------------------------------
               47.09    0.00   38600/38600       mod_clm_driver_clm_drv_ [18]
[68]     0.0   47.09    0.00   38600         mod_clm_dynland_dynland_hwcontent_ [68]
-----------------------------------------------
               38.00    8.05   38600/38600       mod_clm_driver_clm_drv_ [18]
[69]     0.0   38.00    8.05   38600         mod_clm_urban_urbanfluxes_ [69]
                7.84    0.00  115800/1583697     mod_clm_frictionvelocity_frictionvelocity_ [57]
                0.14    0.00 44815565/1001510922     mod_clm_qsat_qsat_ [148]
                0.07    0.00 8963113/113293316     mod_clm_frictionvelocity_moninobukini_ [181]
-----------------------------------------------
                0.00   43.51     200/200         MAIN_ [1]
[70]     0.0    0.00   43.51     200         mod_regcm_interface_rcm_initialize_ [70]
                2.23   28.46     200/200         mod_init_init_ [78]
                0.27    6.73     200/200         mod_params_param_ [120]
                0.02    3.25     200/384200      mod_output_output_ [12]
                1.24    0.15     200/200         mod_bdycod_init_bdy_ [171]
                0.86    0.13     200/200         mod_ncout_init_output_streams_ [178]
                0.06    0.00     200/200         mod_message_setup_mesg_ [309]
                0.04    0.00     200/200         mod_mppparam_set_nproc_ [335]
                0.03    0.00     200/200         mod_mppparam_broadcast_params_ [378]
                0.02    0.00     200/200         mod_memutil_memory_init_ [396]
                0.01    0.00     200/384000      mod_bdycod_bdyval_ [89]
                0.01    0.00     200/200         mod_header_whoami_ [509]
                0.01    0.00     200/200         mod_atm_interface_setup_model_indexes_ [508]
                0.00    0.00     200/200         mod_header_header_ [687]
-----------------------------------------------
                0.00    0.00     200/14227600     mod_init_init_ [78]
                0.01    0.00    5000/14227600     mod_output_output_ [12]
                0.04    0.00   14400/14227600     mod_output_windcompute_ [99]
                1.11    0.00  384000/14227600     mod_moloch_moloch_ [4]
                6.67    0.00 2304000/14227600     mod_moloch_advection_ [6]
               33.37    0.00 11520000/14227600     mod_moloch_wafone_ [7]
[71]     0.0   41.21    0.00 14227600         mod_mppparam_real8_3d_exchange_bottom_top_ [71]
-----------------------------------------------
               11.31    0.19  116000/386200      mod_clm_atmlnd_clm_map2gcell_ [65]
               26.35    0.44  270200/386200      mod_clm_histfile_hist_update_hbuf_ [48]
[72]     0.0   37.66    0.62  386200         mod_clm_subgridave_c2g_2d_ [72]
                0.62    0.00  386200/7798600     mod_clm_subgridave_build_scale_l2g_ [107]
-----------------------------------------------
                1.31    0.19  115800/2934000     mod_clm_balancecheck_balancecheck_ [96]
                2.63    0.38  232000/2934000     mod_clm_atmlnd_clm_map2gcell_ [65]
               29.34    4.19 2586200/2934000     mod_clm_histfile_hist_update_hbuf_ [48]
[73]     0.0   33.29    4.75 2934000         mod_clm_subgridave_c2g_1d_ [73]
                4.75    0.00 2934000/7798600     mod_clm_subgridave_build_scale_l2g_ [107]
-----------------------------------------------
                0.51    0.07     200/13200       mod_clm_initsurfalb_initsurfalb_ [192]
               32.98    4.34   13000/13200       mod_clm_driver_clm_drv_ [18]
[74]     0.0   33.49    4.40   13200         mod_clm_surfacealbedo_surfacealbedo_ [74]
                2.55    0.00   13200/13200       mod_clm_surfacealbedo_twostream_ [154]
                1.62    0.00   26400/26400       mod_clm_snicar_snicar_rt_ [165]
                0.21    0.00   13200/13200       mod_clm_surfacealbedo_soilalbedo_ [238]
                0.02    0.00 8046324/487639342     mod_sunorbit_orb_cosz_r8_ [169]
-----------------------------------------------
               30.04    3.82   38600/38600       mod_clm_driver_clm_drv_ [18]
[75]     0.0   30.04    3.82   38600         mod_clm_hydrology1_hydrology1_ [75]
                2.26    0.00   38600/38800       mod_clm_fracwet_fracwet_ [156]
                1.22    0.00   38600/772000      mod_clm_subgridave_p2c_1d_filter_ [90]
                0.34    0.00   38600/217493      mod_clm_h2osfc_frach2osfc_ [160]
-----------------------------------------------
               33.42    0.00   38600/38600       mod_clm_soiltemperature_soiltemperature_ [37]
[76]     0.0   33.42    0.00   38600         mod_clm_soiltemperature_soilthermprop_ [76]
-----------------------------------------------
                0.05    0.44     200/13200       mod_init_init_ [78]
                3.03   28.63   13000/13200       mod_moloch_physical_parametrizations_ [5]
[77]     0.0    3.08   29.07   13200         mod_rad_o3blk_read_o3data_ [77]
               28.98    0.00   26400/26400       mod_vertint_intlinreg_p_ [80]
                0.04    0.00     400/8400        mod_mppparam_real8_3d_distribute_ [183]
                0.00    0.02   26400/52400       mod_date_monmiddle_ [349]
                0.01    0.00     800/48000       mod_memutil_getmem3d_d_ [188]
                0.00    0.01   13200/26200       mod_date_prevmon_ [426]
                0.00    0.00   26400/54000       mod_date_diffdate_ [502]
                0.00    0.00   13200/26200       mod_date_split_rcm_time_and_date_ [506]
                0.00    0.00   39600/1305800     mod_date_initfromtypedt_ [363]
                0.00    0.00     400/242400      mod_mppparam_real8_2d_collect_ [206]
                0.00    0.00     200/57400       mod_memutil_getmem1d_d_ [289]
                0.00    0.00   26400/82400       mod_date_initfromtypeit_ [557]
                0.00    0.00   26400/54000       mod_date_tohours_ [562]
                0.00    0.00   13200/27200       mod_date_date_greater_ [570]
                0.00    0.00     200/11800       mod_mppparam_bcast_int4_ [583]
                0.00    0.00     200/600         mod_mppparam_bcast_arr_real8_ [640]
                0.00    0.00     200/12800       mod_mppparam_bcast_real8_ [581]
-----------------------------------------------
                2.23   28.46     200/200         mod_regcm_interface_rcm_initialize_ [70]
[78]     0.0    2.23   28.46     200         mod_init_init_ [78]
                0.00   26.65     200/200         mod_lm_interface_initialize_surface_model_ [83]
                1.02    0.00     200/384200      mod_slice_mkslice_ [19]
                0.05    0.44     200/13200       mod_rad_o3blk_read_o3data_ [77]
                0.27    0.00 25076500/25076500     mod_init_pfwsat_ [226]
                0.02    0.00     200/200         mod_moloch_init_moloch_ [424]
                0.01    0.00     200/14227600     mod_mppparam_real8_3d_exchange_left_right_ [31]
                0.00    0.00     200/384200      mod_sun_zenitm_ [129]
                0.00    0.00     200/14227600     mod_mppparam_real8_3d_exchange_bottom_top_ [71]
                0.00    0.00     200/768200      mod_bdycod_is_present_qc_ [330]
                0.00    0.00     200/768200      mod_bdycod_is_present_qi_ [544]
                0.00    0.00     200/13200       mod_rad_interface_updateo3_ [578]
-----------------------------------------------
               21.98    7.96   38600/38600       mod_clm_driver_clm_drv_ [18]
[79]     0.0   21.98    7.96   38600         mod_clm_baregroundfluxes_baregroundfluxes_ [79]
                7.84    0.00  115800/1583697     mod_clm_frictionvelocity_frictionvelocity_ [57]
                0.09    0.00 11011731/113293316     mod_clm_frictionvelocity_moninobukini_ [181]
                0.03    0.00 11011731/1001510922     mod_clm_qsat_qsat_ [148]
-----------------------------------------------
               28.98    0.00   26400/26400       mod_rad_o3blk_read_o3data_ [77]
[80]     0.0   28.98    0.00   26400         mod_vertint_intlinreg_p_ [80]
-----------------------------------------------
               28.61    0.00   13000/13000       mod_rad_radiation_radclw_ [27]
[81]     0.0   28.61    0.00   13000         mod_rad_radiation_radtpl_ [81]
-----------------------------------------------
               27.95    0.00   38600/38600       mod_clm_soiltemperature_soiltemperature_ [37]
[82]     0.0   27.95    0.00   38600         mod_clm_soiltemperature_phasechange_beta_ [82]
-----------------------------------------------
                0.00   26.65     200/200         mod_init_init_ [78]
[83]     0.0    0.00   26.65     200         mod_lm_interface_initialize_surface_model_ [83]
                0.08   26.51     200/200         mod_clm_regcm_initclm45_ [84]
                0.05    0.01     200/200         mod_ocn_common_initocn_ [302]
-----------------------------------------------
                0.08   26.51     200/200         mod_lm_interface_initialize_surface_model_ [83]
[84]     0.0    0.08   26.51     200         mod_clm_regcm_initclm45_ [84]
                0.01   14.86     200/200         mod_clm_initialize_initialize1_ [102]
                0.00    5.21     200/200         mod_clm_initialize_initialize2_ [131]
                3.74    0.00    1600/1600        mod_mppparam_global_to_linear_real8_subgrid_subgrid_ [144]
                1.54    0.00     600/579600      mod_mppparam_global_to_linear_real8_grid_subgrid_ [23]
                1.15    0.00     400/400         mod_mppparam_global_to_linear_integer_subgrid_subgrid_ [174]
                0.00    0.00     200/47200       mod_memutil_getmem2d_d_ [272]
                0.00    0.00     200/600         mod_date_tochar10_ [531]
                0.00    0.00     200/534800      mod_clm_decomp_get_proc_bounds_ [379]
                0.00    0.00     200/2076000     mod_timer_is_start_ [311]
                0.00    0.00     200/1305800     mod_date_initfromtypedt_ [363]
-----------------------------------------------
               21.83    4.65   38600/38600       mod_clm_driver_clm_drv_ [18]
[85]     0.0   21.83    4.65   38600         mod_clm_urban_urbanradiation_ [85]
                4.65    0.00   38600/38600       mod_clm_urban_net_longwave_ [134]
-----------------------------------------------
               25.75    0.00  494000/494000      mod_rad_radiation_radcsw_ [28]
[86]     0.0   25.75    0.00  494000         mod_rad_radiation_radclr_ [86]
-----------------------------------------------
                0.67    0.00 111665379/4286453435     mod_clm_canopyfluxes_hybrid_brent [150]
               24.89    0.00 4174788056/4286453435     mod_clm_canopyfluxes_hybrid_ [61]
[87]     0.0   25.56    0.00 4286453435         mod_clm_canopyfluxes_quadratic_ [87]
-----------------------------------------------
                2.68   22.78 115991456/115991456     lapack_dgbsv_dgbsv_ [66]
[88]     0.0    2.68   22.78 115991456         lapack_dgbsv_dgbtrs_ [88]
               15.84    0.00 115991456/115991456     lapack_dgbsv_dtbsv_ [101]
                6.94    0.00 1471280580/2942561160     lapack_dgbsv_dger_ [103]
-----------------------------------------------
                0.01    0.00     200/384000      mod_regcm_interface_rcm_initialize_ [70]
               25.17    0.00  383800/384000      mod_regcm_interface_rcm_run_ [3]
[89]     0.0   25.19    0.00  384000         mod_bdycod_bdyval_ [89]
                0.00    0.00  384000/886800      mod_timer_is_integrating_ [441]
-----------------------------------------------
                1.22    0.00   38600/772000      mod_clm_balancecheck_beginwaterbalance_ [123]
                1.22    0.00   38600/772000      mod_clm_biogeophysics2_biogeophysics2_ [35]
                1.22    0.00   38600/772000      mod_clm_hydrology1_hydrology1_ [75]
               20.82    0.00  656200/772000      mod_clm_pft2col_pft2col_ [92]
[90]     0.0   24.49    0.00  772000         mod_clm_subgridave_p2c_1d_filter_ [90]
-----------------------------------------------
                8.58   14.64 115991456/115991456     lapack_dgbsv_dgbsv_ [66]
[91]     0.0    8.58   14.64 115991456         lapack_dgbsv_dgbtf2_ [91]
                6.94    0.00 1471280580/2942561160     lapack_dgbsv_dger_ [103]
                3.95    0.00 1587272036/1587272036     lapack_dgbsv_idamax_ [139]
                3.75    0.00 1471280580/1471280580     lapack_dgbsv_dscal_ [143]
-----------------------------------------------
                0.28   20.82   38600/38600       mod_clm_driver_clm_drv_ [18]
[92]     0.0    0.28   20.82   38600         mod_clm_pft2col_pft2col_ [92]
               20.82    0.00  656200/772000      mod_clm_subgridave_p2c_1d_filter_ [90]
-----------------------------------------------
               19.68    0.00   13000/13000       mod_rad_colmod3_colmod3_ [17]
[93]     0.0   19.68    0.00   13000         mod_rad_outrad_radout_ [93]
                0.00    0.00   13000/2076000     mod_timer_is_start_ [311]
-----------------------------------------------
               19.37    0.00   38600/38600       mod_clm_driver_clm_drv_ [18]
[94]     0.0   19.37    0.00   38600         mod_clm_dust_dustdrydep_ [94]
-----------------------------------------------
                0.00   18.88   38600/38600       mod_lm_interface_surface_model_ [10]
[95]     0.0    0.00   18.88   38600         mod_ocn_common_vecocn_ [95]
               12.84    0.00   38600/38600       mod_ocn_zeng_zengocndrv_ [106]
                0.43    5.57   38600/77200       mod_ocn_common_ocn_interf_ [108]
                0.04    0.00   38600/38600       mod_ocn_bats_seaice_ [338]
-----------------------------------------------
               15.11    2.64   38600/38600       mod_clm_driver_clm_drv_ [18]
[96]     0.0   15.11    2.64   38600         mod_clm_balancecheck_balancecheck_ [96]
                1.31    0.19  115800/2934000     mod_clm_subgridave_c2g_1d_ [73]
                1.08    0.06   38600/4323600     mod_clm_subgridave_p2g_1d_ [50]
-----------------------------------------------
               16.80    0.00  768000/768000      mod_pbl_holtbl_holtbl_ [9]
[97]     0.0   16.80    0.00  768000         mod_mppparam_real8_3d_exchange_left_bottom_ [97]
-----------------------------------------------
               16.70    0.00   38600/38600       mod_clm_hydrology2_hydrology2_ [44]
[98]     0.0   16.70    0.00   38600         mod_clm_soilhydrology_drainage_ [98]
-----------------------------------------------
               15.73    0.72   14400/14400       mod_output_output_ [12]
[99]     0.0   15.73    0.72   14400         mod_output_windcompute_ [99]
                0.67    0.00   14400/14227600     mod_mppparam_real8_3d_exchange_left_right_ [31]
                0.04    0.00   14400/14227600     mod_mppparam_real8_3d_exchange_bottom_top_ [71]
-----------------------------------------------
                4.55   11.61   38600/38600       mod_clm_driver_clm_drv_ [18]
[100]    0.0    4.55   11.61   38600         mod_clm_accflds_updateaccflds_ [100]
               11.53    0.00  573000/573000      mod_clm_accumul_update_accum_field_sl_ [110]
                0.06    0.00  573000/575400      mod_clm_accumul_extract_accum_field_sl_ [305]
                0.01    0.01   38600/52200       mod_date_curr_date_ [381]
                0.00    0.00   38600/534800      mod_clm_decomp_get_proc_bounds_ [379]
                0.00    0.00   38200/38200       mod_clm_time_manager_is_end_curr_day_ [569]
-----------------------------------------------
               15.84    0.00 115991456/115991456     lapack_dgbsv_dgbtrs_ [88]
[101]    0.0   15.84    0.00 115991456         lapack_dgbsv_dtbsv_ [101]
-----------------------------------------------
                0.01   14.86     200/200         mod_clm_regcm_initclm45_ [84]
[102]    0.0    0.01   14.86     200         mod_clm_initialize_initialize1_ [102]
                0.14   13.35     200/200         mod_clm_typeinit_initclmtype_ [104]
                0.56    0.01     200/200         mod_clm_surfrd_surfrd_get_grid_ [194]
                0.22    0.00     200/200         mod_clm_pftvarcon_pftconrd_ [235]
                0.00    0.14     200/200         mod_clm_surfrd_surfrd_get_data_ [258]
                0.04    0.08     200/200         mod_clm_initgridcells_initgridcells_ [262]
                0.07    0.01     200/200         mod_clm_control_control_init_ [287]
                0.06    0.02     200/400         mod_clm_urbaninput_urbaninput_ [251]
                0.05    0.00     200/200         mod_clm_decompinit_decompinit_lnd_ [318]
                0.04    0.00     200/200         mod_clm_atmlnd_init_lnd2atm_type_ [342]
                0.03    0.01     200/200         mod_clm_decompinit_decompinit_glcp_ [350]
                0.03    0.00     200/200         mod_clm_atmlnd_init_atm2lnd_type_ [377]
                0.00    0.00     200/534800      mod_clm_decomp_get_proc_bounds_ [379]
                0.00    0.00     200/200         mod_clm_control_control_print_ [659]
                0.00    0.00     200/200         mod_clm_varpar_clm_varpar_init_ [679]
                0.00    0.00     200/200         mod_clm_varcon_clm_varcon_init_ [676]
-----------------------------------------------
                6.94    0.00 1471280580/2942561160     lapack_dgbsv_dgbtf2_ [91]
                6.94    0.00 1471280580/2942561160     lapack_dgbsv_dgbtrs_ [88]
[103]    0.0   13.88    0.00 2942561160         lapack_dgbsv_dger_ [103]
-----------------------------------------------
                0.14   13.35     200/200         mod_clm_initialize_initialize1_ [102]
[104]    0.0    0.14   13.35     200         mod_clm_typeinit_initclmtype_ [104]
                2.58    0.00     400/400         mod_clm_typeinit_initclmtype_init_column_pstate_type [153]
                2.37    0.00     400/400         mod_clm_typeinit_initclmtype_init_pft_cflux_type [155]
                1.81    0.00     400/400         mod_clm_typeinit_initclmtype_init_pft_pstate_type [161]
                1.50    0.00     400/400         mod_clm_typeinit_initclmtype_init_pft_nflux_type [167]
                1.12    0.00     400/400         mod_clm_typeinit_initclmtype_init_pft_eflux_type [175]
                0.49    0.00     200/200         mod_clm_typeinit_initclmtype_init_pft_epv_type [200]
                0.47    0.00     400/400         mod_clm_typeinit_initclmtype_init_column_wstate_type [203]
                0.40    0.00     400/400         mod_clm_typeinit_initclmtype_init_pft_cstate_type [208]
                0.31    0.00     200/200         mod_clm_typeinit_initclmtype_init_column_cflux_type [220]
                0.29    0.00     400/400         mod_clm_typeinit_initclmtype_init_pft_nstate_type [224]
                0.26    0.00     200/200         mod_clm_typeinit_initclmtype_init_column_nflux_type [229]
                0.23    0.00     400/400         mod_clm_typeinit_initclmtype_init_pft_estate_type [233]
                0.21    0.00     400/400         mod_clm_typeinit_initclmtype_init_pft_dflux_type [239]
                0.17    0.00     400/400         mod_clm_typeinit_initclmtype_init_pft_wflux_type [246]
                0.15    0.00     400/400         mod_clm_typeinit_initclmtype_init_column_estate_type [255]
                0.15    0.00     200/200         mod_clm_typeinit_initclmtype_init_pft_psynstate_type [256]
                0.14    0.00     200/200         mod_clm_typeinit_initclmtype_init_column_cstate_type [260]
                0.12    0.00     200/200         mod_clm_typeinit_initclmtype_init_pft_vstate_type [264]
                0.11    0.00     400/400         mod_clm_typeinit_initclmtype_init_column_wflux_type [269]
                0.09    0.00     200/200         mod_clm_typeinit_initclmtype_init_pft_ecophys_constants [285]
                0.08    0.00     600/600         mod_clm_typeinit_initclmtype_init_column_eflux_type [290]
                0.08    0.00     200/200         mod_clm_typeinit_initclmtype_init_column_nstate_type [291]
                0.07    0.00     200/200         mod_clm_typeinit_initclmtype_init_landunit_pstate_type [296]
                0.04    0.00     400/400         mod_clm_typeinit_initclmtype_init_nitrogen_balance_type [340]
                0.04    0.00     400/400         mod_clm_typeinit_initclmtype_init_pft_mflux_type [341]
                0.03    0.00     400/400         mod_clm_typeinit_initclmtype_init_energy_balance_type [376]
                0.01    0.00     400/400         mod_clm_typeinit_initclmtype_init_water_balance_type [456]
                0.01    0.00     400/400         mod_clm_typeinit_initclmtype_init_carbon_balance_type [454]
                0.01    0.00     400/400         mod_clm_typeinit_initclmtype_init_pft_wstate_type [455]
                0.01    0.00     200/200         mod_clm_typeinit_initclmtype_init_gridcell_wflux_type [461]
                0.00    0.00     200/534800      mod_clm_decomp_get_proc_bounds_ [379]
                0.00    0.00     200/90600       mod_clm_decomp_get_proc_global_ [554]
                0.00    0.00     200/200         mod_clm_typeinit_initclmtype_init_pft_vflux_type [675]
                0.00    0.00     200/200         mod_clm_typeinit_initclmtype_init_gridcell_efstate_type [670]
                0.00    0.00     200/200         mod_clm_typeinit_initclmtype_init_pft_depvd_type [674]
                0.00    0.00     200/200         mod_clm_typeinit_initclmtype_init_landunit_eflux_type [673]
                0.00    0.00     200/200         mod_clm_typeinit_initclmtype_init_gridcell_eflux_type [669]
                0.00    0.00     200/200         mod_clm_typeinit_initclmtype_init_gridcell_wstate_type [672]
                0.00    0.00     200/200         mod_clm_typeinit_initclmtype_init_gridcell_estate_type [671]
-----------------------------------------------
               12.94    0.00   13000/13000       mod_rad_radiation_radctl_ [21]
[105]    0.0   12.94    0.00   13000         mod_rad_radiation_radinp_ [105]
-----------------------------------------------
               12.84    0.00   38600/38600       mod_ocn_common_vecocn_ [95]
[106]    0.0   12.84    0.00   38600         mod_ocn_zeng_zengocndrv_ [106]
-----------------------------------------------
                0.06    0.00   38600/7798600     mod_clm_subgridave_l2g_1d_ [205]
                0.19    0.00  116200/7798600     mod_clm_subgridave_p2g_2d_ [114]
                0.62    0.00  386200/7798600     mod_clm_subgridave_c2g_2d_ [72]
                4.75    0.00 2934000/7798600     mod_clm_subgridave_c2g_1d_ [73]
                7.00    0.00 4323600/7798600     mod_clm_subgridave_p2g_1d_ [50]
[107]    0.0   12.62    0.00 7798600         mod_clm_subgridave_build_scale_l2g_ [107]
-----------------------------------------------
                0.43    5.57   38600/77200       mod_lm_interface_surface_model_ [10]
                0.43    5.57   38600/77200       mod_ocn_common_vecocn_ [95]
[108]    0.0    0.86   11.14   77200         mod_ocn_common_ocn_interf_ [108]
                6.65    0.00  733400/733800      mod_mppparam_cartesian_to_linear_real8_grid_subgrid_ [122]
                3.71    0.00 1042200/1094400     mod_mppparam_linear_to_cartesian_real8_subgrid_subgrid_ [142]
                0.32    0.00   77200/78000       mod_mppparam_cartesian_to_linear_real8_subgrid_subgrid_ [216]
                0.32    0.00   38600/39000       mod_mppparam_cartesian_to_linear_integer_subgrid_subgrid_ [217]
                0.15    0.00   38600/38600       mod_mppparam_linear_to_cartesian_integer_subgrid_subgrid_ [254]
-----------------------------------------------
               10.02    1.56   38600/38600       mod_clm_hydrology2_hydrology2_ [44]
