Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[625]    0.0    0.00    0.00     800         mod_clm_nchelper_clm_createfile_ [625]
-----------------------------------------------
                0.00    0.00     200/800         mod_clm_restfile_restfile_write_ [267]
                0.00    0.00     200/800         mod_clm_histfile_hist_htapes_wrapup_ [236]
                0.00    0.00     400/800         mod_clm_histfile_hist_restart_ncd_ [284]
[626]    0.0    0.00    0.00     800         mod_clm_nchelper_clm_enddef_ [626]
-----------------------------------------------
                0.00    0.00     800/800         mod_clm_histfile_hist_restart_ncd_ [284]
[627]    0.0    0.00    0.00     800         mod_clm_nchelper_clm_writevar_integer_1d_ [627]
-----------------------------------------------
                0.00    0.00     800/800         mod_clm_histfile_hist_restart_ncd_ [284]
[628]    0.0    0.00    0.00     800         mod_clm_nchelper_clm_writevar_logical_0d_ [628]
-----------------------------------------------
                0.00    0.00     200/800         mod_clm_restfile_restfile_write_ [267]
                0.00    0.00     200/800         mod_clm_histfile_htape_create_ [661]
                0.00    0.00     400/800         mod_clm_histfile_hist_restart_ncd_ [284]
[629]    0.0    0.00    0.00     800         mod_clm_time_manager_getdatetime_ [629]
-----------------------------------------------
                0.00    0.00     800/800         mod_date_initfromintdt_ [528]
[630]    0.0    0.00    0.00     800         mod_date_split_i10_ [630]
-----------------------------------------------
                0.00    0.00     400/800         mod_params_param_ [120]
                0.00    0.00     400/800         mod_clm_control_control_init_ [287]
[631]    0.0    0.00    0.00     800         mod_mppparam_bcast_arr_int4_ [631]
-----------------------------------------------
                0.00    0.00     800/800         mod_ncout_dispose_output_streams_ [464]
[632]    0.0    0.00    0.00     800         mod_ncstream_outstream_dispose_ [632]
-----------------------------------------------
                0.00    0.00     600/600         mod_clm_snicar_snowage_init_ [667]
[633]    0.0    0.00    0.00     600         mod_clm_nchelper_clm_readvar_real8_3d_ [633]
-----------------------------------------------
                0.00    0.00     600/600         mod_clm_histfile_htape_timeconst_ [333]
[634]    0.0    0.00    0.00     600         mod_clm_nchelper_clm_writevar_real8_1d_ [634]
-----------------------------------------------
                0.00    0.00     200/600         mod_clm_histfile_htape_create_ [661]
                0.00    0.00     400/600         mod_clm_histfile_hist_restart_ncd_ [284]
[635]    0.0    0.00    0.00     600         mod_clm_nchelper_copy_filetype_ [635]
-----------------------------------------------
                0.00    0.00     600/600         mod_lm_interface_init_surface_model_ [136]
[636]    0.0    0.00    0.00     600         mod_memutil_assignp3d_i_ [636]
-----------------------------------------------
                0.00    0.00     600/600         mod_tendency_allocate_mod_tend_ [427]
[637]    0.0    0.00    0.00     600         mod_memutil_assignp4d5_d_ [637]
-----------------------------------------------
                0.00    0.00     200/600         mod_rad_colmod3_allocate_mod_rad_colmod3_ [334]
                0.00    0.00     400/600         mod_mppparam_set_nproc_ [335]
[638]    0.0    0.00    0.00     600         mod_memutil_getmem1d_l_ [638]
                0.00    0.00    1200/362400      mod_message_checkalloc_ [552]
                0.00    0.00     600/600         mod_space_getspc1d_larr_ [641]
-----------------------------------------------
                0.00    0.00     600/600         mod_clm_decompinit_decompinit_glcp_ [350]
[639]    0.0    0.00    0.00     600         mod_mppparam_allgather_i_ [639]
-----------------------------------------------
                0.00    0.00     200/600         mod_rad_o3blk_read_o3data_ [77]
                0.00    0.00     400/600         mod_clm_control_control_init_ [287]
[640]    0.0    0.00    0.00     600         mod_mppparam_bcast_arr_real8_ [640]
-----------------------------------------------
                0.00    0.00     600/600         mod_memutil_getmem1d_l_ [638]
[641]    0.0    0.00    0.00     600         mod_space_getspc1d_larr_ [641]
-----------------------------------------------
                0.00    0.00     400/400         mod_clm_urbaninput_urbaninput_ [251]
[642]    0.0    0.00    0.00     400         mod_clm_nchelper_clm_check_dim_ [642]
-----------------------------------------------
                0.00    0.00     200/400         mod_clm_surfrd_surfrd_wtxy_special_ [355]
                0.00    0.00     200/400         mod_clm_surfrd_surfrd_wtxy_veg_all_ [274]
[643]    0.0    0.00    0.00     400         mod_clm_nchelper_clm_check_dimlen_ [643]
-----------------------------------------------
                0.00    0.00     400/400         mod_clm_histfile_hist_restart_ncd_ [284]
[644]    0.0    0.00    0.00     400         mod_clm_nchelper_clm_writevar_real8_0d_ [644]
-----------------------------------------------
                0.00    0.00     200/400         mod_ncio_read_domain_info_ [343]
                0.00    0.00     200/400         mod_ncio_open_icbc_ [354]
[645]    0.0    0.00    0.00     400         mod_domain_check_domain_ [645]
                0.00    0.00    5600/14600       mod_nchelper_checkncerr_ [576]
-----------------------------------------------
                0.00    0.00     400/400         mod_mppparam_set_nproc_ [335]
[646]    0.0    0.00    0.00     400         mod_memutil_getmem1d_r_ [646]
                0.00    0.00     800/362400      mod_message_checkalloc_ [552]
                0.00    0.00     400/400         mod_space_getspc1d_r4arr_ [652]
-----------------------------------------------
                0.00    0.00     400/400         mod_memutil_getmem3d_d_ [188]
[647]    0.0    0.00    0.00     400         mod_memutil_relmem3d_d_ [647]
-----------------------------------------------
                0.00    0.00     400/400         mod_memutil_getmem3d_i_ [186]
[648]    0.0    0.00    0.00     400         mod_memutil_relmem3d_i_ [648]
-----------------------------------------------
                0.00    0.00     400/400         mod_memutil_getmem3d_l_ [166]
[649]    0.0    0.00    0.00     400         mod_memutil_relmem3d_l_ [649]
-----------------------------------------------
                0.00    0.00     400/400         mod_ncio_read_domain_info_ [343]
[650]    0.0    0.00    0.00     400         mod_nchelper_get_attribute_char_ [650]
                0.00    0.00     400/14600       mod_nchelper_checkncerr_ [576]
-----------------------------------------------
                0.00    0.00     200/400         mod_ncio_read_domain_info_ [343]
                0.00    0.00     200/400         mod_ncio_open_icbc_ [354]
[651]    0.0    0.00    0.00     400         mod_nchelper_openfile_withname_ [651]
                0.00    0.00     400/14600       mod_nchelper_checkncerr_ [576]
-----------------------------------------------
                0.00    0.00     400/400         mod_memutil_getmem1d_r_ [646]
[652]    0.0    0.00    0.00     400         mod_space_getspc1d_r4arr_ [652]
-----------------------------------------------
                0.00    0.00     400/400         mod_memutil_getmem2d_r_ [457]
[653]    0.0    0.00    0.00     400         mod_space_getspc2d_r4arr_ [653]
-----------------------------------------------
                0.00    0.00     200/200         mod_params_param_ [120]
[654]    0.0    0.00    0.00     200         mod_bdycod_setup_bdycon_ [654]
                0.00    0.00     200/200         mod_runparams_exponential_nudging_ [730]
-----------------------------------------------
                0.00    0.00     200/200         mod_params_param_ [120]
[655]    0.0    0.00    0.00     200         mod_che_bionit_allocate_mod_che_bionit_ [655]
-----------------------------------------------
                0.00    0.00     200/200         mod_params_param_ [120]
[656]    0.0    0.00    0.00     200         mod_che_common_allocate_mod_che_common_ [656]
-----------------------------------------------
                0.00    0.00     200/200         mod_params_param_ [120]
[657]    0.0    0.00    0.00     200         mod_che_dust_allocate_mod_che_dust_ [657]
-----------------------------------------------
                0.00    0.00     200/200         mod_params_param_ [120]
[658]    0.0    0.00    0.00     200         mod_che_mppio_allocate_mod_che_mppio_ [658]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_initialize_initialize1_ [102]
[659]    0.0    0.00    0.00     200         mod_clm_control_control_print_ [659]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_histflds_hist_initflds_ [190]
[660]    0.0    0.00    0.00     200         mod_clm_histfile_hist_printflds_ [660]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_histfile_hist_htapes_wrapup_ [236]
[661]    0.0    0.00    0.00     200         mod_clm_histfile_htape_create_ [661]
                0.00    0.00    2800/10800       mod_clm_nchelper_clm_addatt_text_ [584]
                0.00    0.00    2800/13400       mod_clm_nchelper_clm_adddim_ [577]
                0.00    0.00     200/90600       mod_clm_decomp_get_proc_global_ [554]
                0.00    0.00     200/800         mod_clm_nchelper_clm_createfile_ [625]
                0.00    0.00     200/800         mod_clm_time_manager_getdatetime_ [629]
                0.00    0.00     200/600         mod_clm_nchelper_copy_filetype_ [635]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_control_control_init_ [287]
[662]    0.0    0.00    0.00     200         mod_clm_hydrology1_hydrology1_readnl_ [662]
                0.00    0.00     200/11800       mod_mppparam_bcast_int4_ [583]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_urbaninput_urbaninput_ [251]
[663]    0.0    0.00    0.00     200         mod_clm_nchelper_clm_readvar_integer_2d_par_sg_ [663]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_surfrd_surfrd_get_grid_ [194]
[664]    0.0    0.00    0.00     200         mod_clm_nchelper_clm_readvar_real4_2d_ [664]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_pftvarcon_pftconrd_ [235]
[665]    0.0    0.00    0.00     200         mod_clm_nchelper_clm_readvar_text_1d_ [665]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_driver_clm_drv_ [18]
[666]    0.0    0.00    0.00     200         mod_clm_restfile_restfile_filename_ [666]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_initimeconst_initimeconst_ [172]
[667]    0.0    0.00    0.00     200         mod_clm_snicar_snowage_init_ [667]
                0.00    0.00     600/600         mod_clm_nchelper_clm_readvar_real8_3d_ [633]
                0.00    0.00     200/1800        mod_clm_nchelper_clm_openfile_ [613]
                0.00    0.00     200/2600        mod_clm_nchelper_clm_closefile_ [610]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_initimeconst_initimeconst_ [172]
[668]    0.0    0.00    0.00     200         mod_clm_snicar_snowoptics_init_ [668]
                0.00    0.00    4800/23400       mod_clm_nchelper_clm_readvar_real8_1d_ [572]
                0.00    0.00    1200/1200        mod_clm_nchelper_clm_readvar_real8_2d_ [620]
                0.00    0.00     200/1800        mod_clm_nchelper_clm_openfile_ [613]
                0.00    0.00     200/2600        mod_clm_nchelper_clm_closefile_ [610]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_typeinit_initclmtype_ [104]
[669]    0.0    0.00    0.00     200         mod_clm_typeinit_initclmtype_init_gridcell_eflux_type [669]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_typeinit_initclmtype_ [104]
[670]    0.0    0.00    0.00     200         mod_clm_typeinit_initclmtype_init_gridcell_efstate_type [670]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_typeinit_initclmtype_ [104]
[671]    0.0    0.00    0.00     200         mod_clm_typeinit_initclmtype_init_gridcell_estate_type [671]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_typeinit_initclmtype_ [104]
[672]    0.0    0.00    0.00     200         mod_clm_typeinit_initclmtype_init_gridcell_wstate_type [672]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_typeinit_initclmtype_ [104]
[673]    0.0    0.00    0.00     200         mod_clm_typeinit_initclmtype_init_landunit_eflux_type [673]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_typeinit_initclmtype_ [104]
[674]    0.0    0.00    0.00     200         mod_clm_typeinit_initclmtype_init_pft_depvd_type [674]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_typeinit_initclmtype_ [104]
[675]    0.0    0.00    0.00     200         mod_clm_typeinit_initclmtype_init_pft_vflux_type [675]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_initialize_initialize1_ [102]
[676]    0.0    0.00    0.00     200         mod_clm_varcon_clm_varcon_init_ [676]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_control_control_init_ [287]
[677]    0.0    0.00    0.00     200         mod_clm_varctl_clmvarctl_init_ [677]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_control_control_init_ [287]
[678]    0.0    0.00    0.00     200         mod_clm_varctl_set_clmvarctl_ [678]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_initialize_initialize1_ [102]
[679]    0.0    0.00    0.00     200         mod_clm_varpar_clm_varpar_init_ [679]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_initialize_initialize2_ [131]
[680]    0.0    0.00    0.00     200         mod_clm_vocemission_vocemission_init_ [680]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_histfile_htape_timeconst_ [333]
[681]    0.0    0.00    0.00     200         mod_date_calendar_str_ [681]
-----------------------------------------------
                0.00    0.00     200/200         mod_bdycod_init_bdy_ [171]
[682]    0.0    0.00    0.00     200         mod_date_isequaldt_ [682]
                0.00    0.00     200/82400       mod_date_check_cal_ [556]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_histfile_htape_timeconst_ [333]
[683]    0.0    0.00    0.00     200         mod_date_ref_date_ [683]
-----------------------------------------------
                0.00    0.00     200/200         mod_date_curr_time_ [360]
[684]    0.0    0.00    0.00     200         mod_date_set_caltype_ [684]
-----------------------------------------------
                0.00    0.00     200/200         mod_regcm_interface_rcm_finalize_ [361]
[685]    0.0    0.00    0.00     200         mod_header_checktime_ [685]
-----------------------------------------------
                0.00    0.00     200/200         mod_regcm_interface_rcm_finalize_ [361]
[686]    0.0    0.00    0.00     200         mod_header_finaltime_ [686]
-----------------------------------------------
                0.00    0.00     200/200         mod_regcm_interface_rcm_initialize_ [70]
[687]    0.0    0.00    0.00     200         mod_header_header_ [687]
-----------------------------------------------
                0.00    0.00     200/200         mod_params_param_ [120]
[688]    0.0    0.00    0.00     200         mod_ipcc_scenario_set_scenario_ [688]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[689]    0.0    0.00    0.00     200         mod_memutil_finalize_pool1d_d_ [689]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[690]    0.0    0.00    0.00     200         mod_memutil_finalize_pool1d_i_ [690]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[691]    0.0    0.00    0.00     200         mod_memutil_finalize_pool1d_l_ [691]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[692]    0.0    0.00    0.00     200         mod_memutil_finalize_pool1d_r_ [692]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[693]    0.0    0.00    0.00     200         mod_memutil_finalize_pool1d_s_ [693]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[694]    0.0    0.00    0.00     200         mod_memutil_finalize_pool1d_t_ [694]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[695]    0.0    0.00    0.00     200         mod_memutil_finalize_pool2d_d_ [695]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[696]    0.0    0.00    0.00     200         mod_memutil_finalize_pool2d_i_ [696]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[697]    0.0    0.00    0.00     200         mod_memutil_finalize_pool2d_l_ [697]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[698]    0.0    0.00    0.00     200         mod_memutil_finalize_pool2d_r_ [698]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[699]    0.0    0.00    0.00     200         mod_memutil_finalize_pool2d_s_ [699]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[700]    0.0    0.00    0.00     200         mod_memutil_finalize_pool3d_d_ [700]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[701]    0.0    0.00    0.00     200         mod_memutil_finalize_pool3d_i_ [701]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[702]    0.0    0.00    0.00     200         mod_memutil_finalize_pool3d_l_ [702]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[703]    0.0    0.00    0.00     200         mod_memutil_finalize_pool3d_r_ [703]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[704]    0.0    0.00    0.00     200         mod_memutil_finalize_pool3d_s_ [704]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[705]    0.0    0.00    0.00     200         mod_memutil_finalize_pool4d_d_ [705]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[706]    0.0    0.00    0.00     200         mod_memutil_finalize_pool4d_i_ [706]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[707]    0.0    0.00    0.00     200         mod_memutil_finalize_pool4d_l_ [707]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[708]    0.0    0.00    0.00     200         mod_memutil_finalize_pool4d_r_ [708]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[709]    0.0    0.00    0.00     200         mod_memutil_finalize_pool4d_s_ [709]
-----------------------------------------------
                0.00    0.00     200/200         mod_regcm_interface_rcm_finalize_ [361]
[710]    0.0    0.00    0.00     200         mod_memutil_finalize_pool5d_d_ [710]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[711]    0.0    0.00    0.00     200         mod_memutil_finalize_pool5d_i_ [711]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[712]    0.0    0.00    0.00     200         mod_memutil_finalize_pool5d_l_ [712]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[713]    0.0    0.00    0.00     200         mod_memutil_finalize_pool5d_r_ [713]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
[714]    0.0    0.00    0.00     200         mod_memutil_finalize_pool5d_s_ [714]
-----------------------------------------------
                0.00    0.00     200/200         mod_regcm_interface_rcm_finalize_ [361]
[715]    0.0    0.00    0.00     200         mod_memutil_memory_destroy_ [715]
                0.00    0.00     200/200         mod_memutil_finalize_pool1d_i_ [690]
                0.00    0.00     200/200         mod_memutil_finalize_pool1d_s_ [693]
                0.00    0.00     200/200         mod_memutil_finalize_pool1d_l_ [691]
                0.00    0.00     200/200         mod_memutil_finalize_pool1d_r_ [692]
                0.00    0.00     200/200         mod_memutil_finalize_pool1d_d_ [689]
                0.00    0.00     200/200         mod_memutil_finalize_pool1d_t_ [694]
                0.00    0.00     200/200         mod_memutil_finalize_pool2d_i_ [696]
                0.00    0.00     200/200         mod_memutil_finalize_pool2d_s_ [699]
                0.00    0.00     200/200         mod_memutil_finalize_pool2d_l_ [697]
                0.00    0.00     200/200         mod_memutil_finalize_pool2d_r_ [698]
                0.00    0.00     200/200         mod_memutil_finalize_pool2d_d_ [695]
                0.00    0.00     200/200         mod_memutil_finalize_pool3d_i_ [701]
                0.00    0.00     200/200         mod_memutil_finalize_pool3d_s_ [704]
                0.00    0.00     200/200         mod_memutil_finalize_pool3d_l_ [702]
                0.00    0.00     200/200         mod_memutil_finalize_pool3d_r_ [703]
                0.00    0.00     200/200         mod_memutil_finalize_pool3d_d_ [700]
                0.00    0.00     200/200         mod_memutil_finalize_pool4d_i_ [706]
                0.00    0.00     200/200         mod_memutil_finalize_pool4d_s_ [709]
                0.00    0.00     200/200         mod_memutil_finalize_pool4d_l_ [707]
                0.00    0.00     200/200         mod_memutil_finalize_pool4d_r_ [708]
                0.00    0.00     200/200         mod_memutil_finalize_pool4d_d_ [705]
                0.00    0.00     200/200         mod_memutil_finalize_pool5d_i_ [711]
                0.00    0.00     200/200         mod_memutil_finalize_pool5d_s_ [714]
                0.00    0.00     200/200         mod_memutil_finalize_pool5d_l_ [712]
                0.00    0.00     200/200         mod_memutil_finalize_pool5d_r_ [713]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_getmem2d_d_ [272]
[716]    0.0    0.00    0.00     200         mod_memutil_relmem2d_d_ [716]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_getmem2d_i_ [451]
[717]    0.0    0.00    0.00     200         mod_memutil_relmem2d_i_ [717]
-----------------------------------------------
                0.00    0.00     200/200         mod_memutil_getmem2d_l_ [449]
[718]    0.0    0.00    0.00     200         mod_memutil_relmem2d_l_ [718]
-----------------------------------------------
                0.00    0.00     200/200         mod_output_output_ [12]
[719]    0.0    0.00    0.00     200         mod_mppparam_integer_2d_sub_collect_ [719]
-----------------------------------------------
                0.00    0.00     200/200         mod_clm_surfrd_surfrd_wtxy_veg_all_ [274]
[720]    0.0    0.00    0.00     200         mod_mppparam_trueforall_ [720]
-----------------------------------------------
                0.00    0.00     200/200         mod_ncio_read_domain_info_ [343]
[721]    0.0    0.00    0.00     200         mod_nchelper_closefile_ [721]
                0.00    0.00     200/14600       mod_nchelper_checkncerr_ [576]
-----------------------------------------------
                0.00    0.00     200/200         mod_ncio_read_domain_info_ [343]
[722]    0.0    0.00    0.00     200         mod_nchelper_read_var1d_static_double_ [722]
                0.00    0.00     400/14600       mod_nchelper_checkncerr_ [576]
-----------------------------------------------
                0.00    0.00     200/200         mod_regcm_interface_rcm_finalize_ [361]
[723]    0.0    0.00    0.00     200         mod_ncio_close_icbc_ [723]
-----------------------------------------------
                0.00    0.00     200/200         mod_bdycod_init_bdy_ [171]
[724]    0.0    0.00    0.00     200         mod_ncio_fixqcqi_ [724]
                0.00    0.00     200/9000        mod_mppparam_bcast_logical_ [586]
-----------------------------------------------
                0.00    0.00     200/200         mod_bdycod_init_bdy_ [171]
[725]    0.0    0.00    0.00     200         mod_ncio_we_have_qc_ [725]
-----------------------------------------------
                0.00    0.00     200/200         mod_regcm_interface_rcm_finalize_ [361]
[726]    0.0    0.00    0.00     200         mod_rad_interface_closeo3_ [726]
-----------------------------------------------
                0.00    0.00     200/200         mod_rad_interface_allocate_radiation_ [273]
[727]    0.0    0.00    0.00     200         mod_rad_o3blk_allocate_mod_rad_o3blk_ [727]
-----------------------------------------------
                0.00    0.00     200/200         mod_regcm_interface_rcm_finalize_ [361]
[728]    0.0    0.00    0.00     200         mod_rad_o3blk_close_o3data_ [728]
-----------------------------------------------
                0.00    0.00     200/200         mod_rad_interface_allocate_radiation_ [273]
[729]    0.0    0.00    0.00     200         mod_rad_outrad_allocate_mod_rad_outrad_ [729]
-----------------------------------------------
                0.00    0.00     200/200         mod_bdycod_setup_bdycon_ [654]
[730]    0.0    0.00    0.00     200         mod_runparams_exponential_nudging_ [730]
                0.00    0.00     200/200         mod_spline_spline1d_ [733]
-----------------------------------------------
                0.00    0.00     200/200         mod_params_param_ [120]
[731]    0.0    0.00    0.00     200         mod_savefile_allocate_mod_savefile_ [731]
-----------------------------------------------
                0.00    0.00     200/200         mod_output_output_ [12]
[732]    0.0    0.00    0.00     200         mod_savefile_write_savefile_ [732]
-----------------------------------------------
                0.00    0.00     200/200         mod_runparams_exponential_nudging_ [730]
[733]    0.0    0.00    0.00     200         mod_spline_spline1d_ [733]
-----------------------------------------------
                0.00    0.00     200/200         mod_params_param_ [120]
[734]    0.0    0.00    0.00     200         mod_zita_model_zitaf_ [734]
-----------------------------------------------

Index by function name

   [1] MAIN_                  [76] mod_clm_soiltemperature_soilthermprop_ [228] mod_memutil_getmem4d_d_
 [319] lapack_dgbsv_         [345] mod_clm_staticecosysdyn_ [715] mod_memutil_memory_destroy_
  [66] lapack_dgbsv_dgbsv_   [151] mod_clm_staticecosysdyn_ecosystemdyn_ [396] mod_memutil_memory_init_
  [91] lapack_dgbsv_dgbtf2_  [439] mod_clm_staticecosysdyn_ecosystemdynini_ [716] mod_memutil_relmem2d_d_
 [158] lapack_dgbsv_dgbtrf_  [280] mod_clm_staticecosysdyn_interpmonthlyveg_ [717] mod_memutil_relmem2d_i_
  [88] lapack_dgbsv_dgbtrs_  [313] mod_clm_staticecosysdyn_readmonthlyvegetation_ [718] mod_memutil_relmem2d_l_
 [103] lapack_dgbsv_dger_    [488] mod_clm_subgrid_      [463] mod_memutil_relmem2d_r_
 [143] lapack_dgbsv_dscal_   [316] mod_clm_subgrid_subgrid_get_gcellinfo_ [647] mod_memutil_relmem3d_d_
 [221] lapack_dgbsv_dswap_   [107] mod_clm_subgridave_build_scale_l2g_ [648] mod_memutil_relmem3d_i_
 [101] lapack_dgbsv_dtbsv_    [73] mod_clm_subgridave_c2g_1d_ [649] mod_memutil_relmem3d_l_
 [367] lapack_dgbsv_dtrsm_    [72] mod_clm_subgridave_c2g_2d_ [458] mod_memutil_relmem3d_r_
 [139] lapack_dgbsv_idamax_  [323] mod_clm_subgridave_c2l_2d_ [552] mod_message_checkalloc_
 [320] lapack_dgbsv_ieeeck_  [205] mod_clm_subgridave_l2g_1d_ [309] mod_message_setup_mesg_
 [163] lapack_dgbsv_ilaenv_   [90] mod_clm_subgridave_p2c_1d_filter_ [279] mod_micro_interface_allocate_micro_
 [199] lapack_dgbsv_xerbla_  [489] mod_clm_subgridave_p2c_2d_ [26] mod_micro_interface_cldfrac_
 [510] mod_atm_interface_     [50] mod_clm_subgridave_p2g_1d_ [145] mod_micro_interface_cldfrac_clwfromt (mod_micro_interface.F90)
 [195] mod_atm_interface_allocate_mod_atm_interface_ [114] mod_clm_subgridave_p2g_2d_ [425] mod_micro_interface_init_micro_
 [511] mod_atm_interface_allocate_nhbh_ [407] mod_clm_subgridave_p2l_2d_ [63] mod_micro_interface_max_random_overlap_
 [524] mod_atm_interface_allocate_v2dbound_ [434] mod_clm_subgridrest_subgridrest_ [383] mod_micro_interface_microscheme_
 [312] mod_atm_interface_allocate_v3dbound_ [238] mod_clm_surfacealbedo_soilalbedo_ [138] mod_micro_interface_random_overlap_
 [505] mod_atm_interface_setup_boundaries_ [74] mod_clm_surfacealbedo_surfacealbedo_ [49] mod_micro_interface_rov2_
 [508] mod_atm_interface_setup_model_indexes_ [154] mod_clm_surfacealbedo_twostream_ [281] mod_micro_nogtom_allocate_mod_nogtom_
 [331] mod_bats_internal_allocate_mod_bats_internal_ [490] mod_clm_surfaceradiation_ [299] mod_micro_nogtom_init_nogtom_
 [504] mod_bdycod_allocate_mod_bdycon_ [52] mod_clm_surfaceradiation_surfaceradiation_ [8] mod_micro_nogtom_nogtom_
 [126] mod_bdycod_bdyin_     [370] mod_clm_surfrd_         [6] mod_moloch_advection_
 [512] mod_bdycod_bdyuv_     [258] mod_clm_surfrd_surfrd_get_data_ [348] mod_moloch_allocate_moloch_
  [89] mod_bdycod_bdyval_    [194] mod_clm_surfrd_surfrd_get_grid_ [16] mod_moloch_divdamp_
 [171] mod_bdycod_init_bdy_  [355] mod_clm_surfrd_surfrd_wtxy_special_ [424] mod_moloch_init_moloch_
 [513] mod_bdycod_initideal_ [274] mod_clm_surfrd_surfrd_wtxy_veg_all_ [4] mod_moloch_moloch_
 [330] mod_bdycod_is_present_qc_ [408] mod_clm_time_manager_get_calday_ [112] mod_moloch_pfesat_
 [544] mod_bdycod_is_present_qi_ [491] mod_clm_time_manager_get_curr_calday_ [58] mod_moloch_pfwsat_
 [177] mod_bdycod_monudge2d_ [533] mod_clm_time_manager_get_curr_yearpoint_ [5] mod_moloch_physical_parametrizations_
  [36] mod_bdycod_monudge3d_ [629] mod_clm_time_manager_getdatetime_ [412] mod_moloch_reset_tendencies_
  [43] mod_bdycod_monudgeuv_ [569] mod_clm_time_manager_is_end_curr_day_ [243] mod_moloch_sound_
 [467] mod_bdycod_nudge2d_   [422] mod_clm_time_manager_is_end_curr_year_ [7] mod_moloch_wafone_
 [514] mod_bdycod_nudgeuv_   [423] mod_clm_time_manager_is_middle_curr_year_ [639] mod_mppparam_allgather_i_
 [654] mod_bdycod_setup_bdycon_ [124] mod_clm_tridiagonal_tridiagonal_cpu_ [324] mod_mppparam_allgather_r_
 [468] mod_capecin_          [310] mod_clm_typeinit_     [592] mod_mppparam_bcast_arr_character_
  [13] mod_capecin_getcape_  [104] mod_clm_typeinit_initclmtype_ [631] mod_mppparam_bcast_arr_int4_
